customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,gender,senior_citizen,has_tech_support,has_streaming,has_online_security,has_online_backup,paperless_billing,num_products,num_support_tickets,avg_call_duration,days_since_last_contact,churn
CUST005369,5,65.85,312.32,Month-to-month,Mailed check,DSL,Female,No,1,0,0,1,1,2,3,14.61,9,0
CUST005370,14,53.16,729.39,Month-to-month,Bank transfer (automatic),DSL,Male,No,0,0,0,0,1,2,1,1.99,19,0
CUST005371,12,60.46,732.45,One year,Electronic check,DSL,Male,Yes,1,0,0,0,1,3,0,1.0,10,0
CUST005372,16,98.53,1595.11,Month-to-month,Electronic check,No,Female,No,0,1,0,0,1,2,0,1.41,34,0
CUST005373,45,67.31,2960.82,Two year,Electronic check,Fiber optic,Male,No,0,1,1,0,0,1,1,4.93,30,0
CUST005374,19,68.38,1329.71,Month-to-month,Mailed check,Fiber optic,Male,No,0,1,0,0,1,1,1,1.56,9,1
CUST005375,47,28.82,1358.29,Month-to-month,Mailed check,No,Male,No,0,0,0,0,1,3,2,4.35,25,1
CUST005376,25,57.27,1422.6,Month-to-month,Bank transfer (automatic),Fiber optic,Female,Yes,1,1,0,0,1,2,2,1.92,4,1
CUST005377,12,58.97,694.82,Two year,Electronic check,Fiber optic,Male,No,0,1,0,0,0,1,0,3.07,75,0
CUST005378,49,44.27,2176.52,Two year,Credit card (automatic),DSL,Female,No,0,0,0,0,0,2,0,24.35,90,0
CUST005379,8,65.54,511.45,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,0,1,0,4,2,1.0,98,1
CUST005380,7,54.27,381.2,One year,Electronic check,Fiber optic,Male,Yes,0,1,0,1,0,2,1,5.38,35,0
CUST005381,21,67.0,1392.98,One year,Credit card (automatic),DSL,Male,No,1,1,0,0,1,2,1,15.95,19,0
CUST005382,9,68.04,638.3,One year,Electronic check,DSL,Female,No,0,1,1,0,1,4,0,3.92,84,0
CUST005383,1,41.11,40.37,One year,Credit card (automatic),DSL,Female,No,0,1,1,1,0,1,1,32.01,1,0
CUST005384,31,55.03,1697.85,Month-to-month,Electronic check,Fiber optic,Male,No,1,0,1,0,1,3,4,1.6,19,1
CUST005385,21,66.93,1404.21,Month-to-month,Electronic check,DSL,Female,No,1,1,1,0,0,5,1,1.0,51,0
CUST005386,17,94.61,1656.37,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,0,1,0,4,1,1.0,18,0
CUST005387,72,71.42,5100.24,Month-to-month,Mailed check,DSL,Female,No,1,1,0,0,1,1,0,7.9,53,0
CUST005388,25,48.45,1162.24,Month-to-month,Mailed check,Fiber optic,Male,No,0,1,0,0,1,2,0,3.83,102,1
CUST005389,59,74.98,4480.1,Month-to-month,Electronic check,Fiber optic,Female,No,0,1,0,0,0,1,1,8.14,8,1
CUST005390,4,107.69,411.67,One year,Electronic check,Fiber optic,Male,No,1,1,1,1,1,4,0,21.44,5,0
CUST005391,25,87.92,2262.25,Month-to-month,Electronic check,DSL,Female,No,0,1,0,1,0,5,1,9.67,88,0
CUST005392,60,78.69,4783.46,One year,Electronic check,DSL,Male,No,0,1,1,1,1,2,3,13.28,7,0
CUST005393,26,83.14,2108.29,One year,Credit card (automatic),DSL,Male,No,0,0,0,0,0,3,4,2.26,29,0
CUST005394,37,101.0,3746.03,Two year,Mailed check,Fiber optic,Male,No,0,1,0,0,1,4,1,2.72,17,0
CUST005395,13,91.89,1208.82,One year,Bank transfer (automatic),DSL,Female,No,0,1,0,1,1,2,1,4.92,13,0
CUST005396,2,79.17,154.98,Two year,Electronic check,Fiber optic,Male,No,0,1,0,0,0,1,1,1.0,4,1
CUST005397,18,91.72,1700.23,Month-to-month,Electronic check,DSL,Female,No,0,0,0,0,1,1,4,4.92,25,1
CUST005398,15,37.96,587.31,One year,Mailed check,No,Male,No,0,1,0,1,0,2,3,10.9,11,0
CUST005399,60,27.44,1622.74,Month-to-month,Credit card (automatic),Fiber optic,Female,No,0,0,1,0,1,4,3,3.79,17,1
CUST005400,8,68.93,555.71,One year,Credit card (automatic),DSL,Male,No,0,1,0,0,0,4,1,8.27,31,1
CUST005401,72,66.72,4859.16,Month-to-month,Mailed check,DSL,Female,No,1,1,1,1,0,1,1,2.22,133,0
CUST005402,72,51.4,3553.53,One year,Electronic check,DSL,Male,No,1,0,1,1,1,2,2,6.06,12,0
CUST005403,8,85.65,671.72,Month-to-month,Electronic check,No,Male,No,0,0,0,1,0,2,0,5.93,14,0
CUST005404,12,20.0,240.58,Month-to-month,Bank transfer (automatic),DSL,Male,No,0,1,1,1,1,3,1,5.07,14,0
CUST005405,67,51.63,3409.57,One year,Electronic check,No,Female,Yes,1,0,0,1,1,3,1,8.62,18,0
CUST005406,72,52.88,3863.81,Two year,Credit card (automatic),Fiber optic,Male,No,0,0,0,0,0,2,2,16.83,22,0
CUST005407,17,24.09,402.71,Month-to-month,Bank transfer (automatic),No,Female,Yes,1,1,0,0,1,3,2,15.78,0,0
CUST005408,11,102.37,1112.97,Two year,Credit card (automatic),No,Female,No,0,1,0,0,1,1,4,1.0,55,0
CUST005409,22,31.02,686.67,Month-to-month,Mailed check,No,Female,Yes,0,0,0,0,0,2,1,1.0,26,0
CUST005410,34,50.29,1732.53,One year,Bank transfer (automatic),DSL,Male,Yes,0,0,1,0,1,5,1,1.0,16,0
CUST005411,9,87.7,760.74,Two year,Electronic check,No,Female,No,0,0,0,1,0,1,1,18.61,0,0
CUST005412,40,81.15,3244.23,Month-to-month,Mailed check,DSL,Female,No,0,0,1,0,0,2,2,1.0,10,0
CUST005413,1,37.3,38.14,Month-to-month,Electronic check,DSL,Female,No,0,1,0,1,0,2,1,7.07,10,1
CUST005414,1,82.06,83.36,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,0,0,0,0,1,2,3,8.09,35,1
CUST005415,14,72.24,1017.03,Month-to-month,Mailed check,Fiber optic,Male,No,1,0,0,0,1,3,2,7.24,5,1
CUST005416,13,120.0,1570.32,One year,Bank transfer (automatic),Fiber optic,Male,No,1,1,0,1,0,3,1,10.58,3,1
CUST005417,11,75.1,816.24,One year,Bank transfer (automatic),No,Female,No,1,0,0,0,0,4,2,3.45,39,0
CUST005418,20,61.47,1229.06,Two year,Bank transfer (automatic),No,Female,No,0,0,0,0,0,2,2,10.12,19,0
CUST005419,11,43.59,481.02,Month-to-month,Electronic check,Fiber optic,Female,No,0,1,0,0,1,2,2,8.9,43,1
CUST005420,6,46.39,286.5,Month-to-month,Credit card (automatic),Fiber optic,Female,No,0,0,0,0,1,1,1,1.4,7,1
CUST005421,11,44.36,493.73,Month-to-month,Electronic check,DSL,Female,No,1,1,0,0,1,3,0,5.35,4,0
CUST005422,72,99.28,7215.29,Two year,Credit card (automatic),Fiber optic,Female,No,1,0,1,0,0,2,1,13.55,2,0
CUST005423,15,65.45,965.8,Month-to-month,Mailed check,Fiber optic,Female,No,0,1,0,0,0,4,1,5.33,15,1
CUST005424,17,79.13,1346.97,Two year,Credit card (automatic),Fiber optic,Female,No,0,0,1,0,0,2,3,5.66,21,0
CUST005425,25,102.86,2539.26,Month-to-month,Mailed check,No,Male,No,0,1,0,1,1,1,0,27.45,18,0
CUST005426,72,20.0,1429.85,One year,Bank transfer (automatic),DSL,Female,Yes,0,0,0,1,0,1,2,2.22,42,0
CUST005427,8,96.97,784.81,Month-to-month,Mailed check,No,Female,No,0,1,1,1,1,5,3,9.94,30,0
CUST005428,34,66.38,2283.71,Two year,Bank transfer (automatic),Fiber optic,Female,No,0,1,0,0,1,2,1,8.13,12,0
CUST005429,37,75.88,2787.0,One year,Electronic check,DSL,Male,No,1,0,0,1,0,1,2,27.05,20,0
CUST005430,28,44.29,1234.53,One year,Bank transfer (automatic),Fiber optic,Male,No,1,0,1,1,1,1,0,6.73,8,0
CUST005431,2,46.12,91.49,One year,Electronic check,Fiber optic,Female,No,0,0,0,1,0,2,4,1.0,25,1
CUST005432,33,77.22,2543.45,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,0,0,1,0,0,1,1,31.4,3,0
CUST005433,1,120.0,120.17,Month-to-month,Electronic check,DSL,Male,Yes,0,0,0,1,0,2,1,2.22,1,1
CUST005434,27,90.08,2417.51,Two year,Electronic check,Fiber optic,Female,No,1,0,0,0,0,2,3,2.73,37,0
CUST005435,40,96.64,3870.9,Month-to-month,Credit card (automatic),DSL,Female,No,1,0,1,0,0,2,2,4.02,36,0
CUST005436,7,60.2,432.67,Two year,Credit card (automatic),No,Male,No,0,1,0,1,1,1,5,12.17,26,0
CUST005437,55,49.99,2718.47,One year,Bank transfer (automatic),No,Male,No,0,1,0,0,0,2,0,1.0,10,0
CUST005438,1,45.48,46.0,Month-to-month,Credit card (automatic),Fiber optic,Male,No,1,0,0,0,1,3,0,14.85,5,1
CUST005439,55,52.79,2956.39,One year,Electronic check,DSL,Female,No,0,0,1,0,1,1,1,26.41,17,0
CUST005440,18,20.0,364.8,One year,Electronic check,Fiber optic,Female,No,1,0,0,0,1,2,1,10.92,3,0
CUST005441,7,46.88,322.63,One year,Electronic check,Fiber optic,Male,No,0,0,0,0,1,2,0,1.0,30,1
CUST005442,4,50.99,207.11,Two year,Electronic check,No,Female,No,0,0,0,0,0,2,1,25.02,22,1
CUST005443,72,60.62,4402.24,Month-to-month,Electronic check,DSL,Female,No,0,0,1,0,1,3,0,1.0,17,0
CUST005444,2,68.29,139.84,Two year,Bank transfer (automatic),Fiber optic,Female,Yes,0,1,0,0,1,3,0,9.01,0,0
CUST005445,6,74.06,450.84,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,0,0,1,3,0,1.0,36,1
CUST005446,12,64.63,774.03,Two year,Electronic check,DSL,Male,No,1,0,0,1,1,1,4,2.9,62,0
CUST005447,29,50.46,1493.69,Month-to-month,Bank transfer (automatic),DSL,Male,No,0,0,0,1,0,2,3,11.08,35,1
CUST005448,23,20.0,448.4,Month-to-month,Electronic check,Fiber optic,Male,No,1,1,0,1,1,2,1,22.61,23,0
CUST005449,4,50.62,200.36,One year,Mailed check,DSL,Female,No,1,1,1,0,1,2,1,1.0,41,0
CUST005450,10,40.69,409.49,Month-to-month,Electronic check,No,Male,No,0,1,1,1,1,2,2,13.99,39,1
CUST005451,8,76.65,592.48,Two year,Credit card (automatic),No,Male,No,1,0,0,0,1,2,2,5.12,40,0
CUST005452,7,87.73,617.79,Month-to-month,Electronic check,Fiber optic,Female,No,0,0,0,0,0,3,0,7.01,7,1
CUST005453,15,88.46,1317.16,Month-to-month,Credit card (automatic),Fiber optic,Female,No,1,0,1,0,1,1,0,4.2,4,0
CUST005454,36,83.92,2993.89,Month-to-month,Mailed check,DSL,Male,No,0,0,1,1,0,5,1,3.28,3,0
CUST005455,7,61.66,422.24,Month-to-month,Electronic check,No,Male,No,1,1,1,0,1,1,1,1.62,2,1
CUST005456,13,51.95,677.17,One year,Electronic check,Fiber optic,Male,Yes,1,1,1,1,1,3,2,3.59,63,0
CUST005457,14,46.32,646.79,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,0,0,0,1,0,2,5,17.52,21,1
CUST005458,72,27.31,1945.03,Month-to-month,Credit card (automatic),No,Male,No,0,1,0,0,0,4,2,1.0,6,1
CUST005459,72,89.8,6609.33,Month-to-month,Electronic check,DSL,Male,No,0,0,1,1,0,1,1,26.69,16,1
CUST005460,48,60.63,2965.07,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,1,1,0,2,1,1.26,2,1
CUST005461,8,33.84,269.8,Month-to-month,Mailed check,Fiber optic,Female,Yes,1,0,0,0,0,2,2,1.0,6,1
CUST005462,2,44.34,89.96,One year,Mailed check,DSL,Male,No,0,1,0,1,0,5,2,6.3,41,0
CUST005463,11,43.33,464.82,One year,Credit card (automatic),DSL,Female,No,0,0,1,0,0,5,1,60.0,26,0
CUST005464,9,66.08,588.86,One year,Mailed check,Fiber optic,Female,No,0,0,1,0,0,1,3,12.64,5,0
CUST005465,21,91.69,1827.68,Two year,Electronic check,Fiber optic,Female,Yes,0,1,0,1,0,3,2,4.35,26,0
CUST005466,45,56.3,2543.67,Two year,Credit card (automatic),DSL,Female,No,1,1,0,0,1,2,3,12.68,23,0
CUST005467,58,20.0,1140.87,Month-to-month,Mailed check,No,Male,No,1,1,0,0,1,1,2,14.37,32,0
CUST005468,55,60.27,3305.22,Month-to-month,Bank transfer (automatic),DSL,Female,Yes,1,0,0,0,1,1,3,2.16,88,0
CUST005469,13,61.1,812.63,Two year,Bank transfer (automatic),Fiber optic,Male,No,1,0,0,0,0,5,0,1.0,4,0
CUST005470,34,59.38,1986.86,One year,Electronic check,DSL,Female,No,0,0,0,0,1,2,1,19.06,67,1
CUST005471,11,49.31,555.17,Month-to-month,Electronic check,DSL,Female,No,1,0,0,0,1,1,1,1.92,9,0
CUST005472,1,70.44,69.17,One year,Electronic check,Fiber optic,Female,No,0,0,0,0,1,2,0,5.4,11,0
CUST005473,36,66.65,2409.97,Two year,Credit card (automatic),Fiber optic,Female,Yes,1,0,0,0,0,2,1,2.02,19,0
CUST005474,1,64.38,64.27,Two year,Credit card (automatic),Fiber optic,Male,Yes,0,0,0,0,1,2,1,3.53,44,1
CUST005475,15,75.32,1148.8,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,1,1,1,2,1,8.15,37,1
CUST005476,11,54.25,596.25,Two year,Bank transfer (automatic),DSL,Female,No,0,0,0,0,1,2,3,6.37,19,0
CUST005477,35,52.84,1811.01,Two year,Bank transfer (automatic),Fiber optic,Female,No,0,0,0,0,1,1,0,21.79,50,0
CUST005478,43,99.5,4421.05,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,1,0,1,2,0,3.8,28,1
CUST005479,10,78.98,819.84,Two year,Mailed check,DSL,Female,No,1,1,1,1,0,1,1,4.7,84,0
CUST005480,50,85.67,4179.74,Two year,Bank transfer (automatic),No,Male,No,1,0,1,1,1,4,1,1.0,18,0
CUST005481,10,95.65,970.57,Month-to-month,Electronic check,Fiber optic,Male,No,1,0,1,0,1,1,2,2.7,42,0
CUST005482,17,78.15,1324.67,One year,Credit card (automatic),DSL,Female,No,0,1,0,0,0,3,1,10.38,2,0
CUST005483,38,88.21,3303.2,Month-to-month,Bank transfer (automatic),Fiber optic,Female,No,0,0,1,0,1,2,2,10.1,11,1
CUST005484,35,25.52,869.96,One year,Electronic check,No,Male,No,0,0,0,1,1,2,1,1.55,74,0
CUST005485,72,70.1,5138.4,Two year,Credit card (automatic),Fiber optic,Female,Yes,1,0,0,1,1,2,1,33.71,21,0
CUST005486,7,60.43,429.9,Month-to-month,Electronic check,Fiber optic,Male,Yes,0,1,1,0,1,3,5,4.8,90,1
CUST005487,32,106.94,3468.81,Month-to-month,Credit card (automatic),Fiber optic,Female,No,1,1,0,1,1,4,2,2.4,0,0
CUST005488,28,88.19,2504.11,Two year,Electronic check,Fiber optic,Female,Yes,0,0,1,1,0,2,1,10.4,19,0
CUST005489,72,49.24,3442.85,Two year,Bank transfer (automatic),Fiber optic,Male,No,1,0,0,0,1,2,1,7.4,38,0
CUST005490,5,74.32,371.29,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,0,0,0,1,0,3,0,4.84,11,1
CUST005491,41,69.19,2805.81,Two year,Electronic check,Fiber optic,Male,No,0,1,0,1,1,1,3,13.15,18,1
CUST005492,25,76.36,1940.41,Month-to-month,Mailed check,DSL,Female,No,0,1,0,0,1,3,1,7.74,5,0
CUST005493,9,39.53,350.15,Month-to-month,Mailed check,DSL,Male,No,1,1,0,0,0,1,0,27.44,17,1
CUST005494,19,74.0,1463.62,One year,Bank transfer (automatic),No,Female,No,0,0,0,0,1,3,3,14.19,21,0
CUST005495,12,59.3,716.25,One year,Electronic check,No,Male,No,0,0,0,0,1,2,0,6.36,27,0
CUST005496,25,72.06,1851.15,One year,Credit card (automatic),No,Female,No,0,1,1,0,1,1,0,8.26,18,0
CUST005497,65,46.89,2967.66,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,1,0,0,0,1,3,3,5.9,7,0
CUST005498,25,50.37,1247.06,Month-to-month,Electronic check,DSL,Male,No,0,1,0,0,0,2,3,4.81,97,1
CUST005499,29,94.35,2620.76,Two year,Bank transfer (automatic),Fiber optic,Male,No,1,0,0,1,0,2,0,8.82,44,0
CUST005500,21,38.71,802.15,Month-to-month,Mailed check,Fiber optic,Female,No,1,0,0,0,1,2,1,2.08,50,1
CUST005501,1,40.56,41.44,Month-to-month,Credit card (automatic),DSL,Male,No,0,0,0,0,1,2,1,2.68,30,1
CUST005502,7,63.71,448.83,Two year,Electronic check,No,Female,Yes,0,0,0,0,0,1,2,1.86,54,0
CUST005503,20,45.7,942.64,One year,Electronic check,Fiber optic,Female,No,1,1,1,0,1,5,0,7.1,26,0
CUST005504,11,42.87,482.76,Month-to-month,Electronic check,Fiber optic,Male,No,1,1,0,0,1,3,3,18.91,50,1
CUST005505,6,67.63,417.21,Month-to-month,Credit card (automatic),No,Male,No,0,1,1,0,0,1,1,26.09,80,0
CUST005506,21,27.37,567.7,Two year,Mailed check,No,Male,No,0,0,0,0,0,4,0,1.66,2,0
CUST005507,11,39.8,424.37,Two year,Electronic check,Fiber optic,Female,No,0,1,0,0,1,2,2,2.03,36,0
CUST005508,8,116.35,915.0,Month-to-month,Mailed check,DSL,Female,Yes,0,0,0,1,1,3,3,5.21,13,1
CUST005509,18,76.49,1329.19,One year,Electronic check,No,Male,No,0,0,1,0,1,2,1,7.25,12,0
CUST005510,4,46.34,181.81,Month-to-month,Electronic check,DSL,Female,No,0,1,1,1,1,3,4,5.45,4,1
CUST005511,72,75.46,5225.3,Two year,Bank transfer (automatic),Fiber optic,Male,Yes,0,0,1,0,1,3,3,2.82,98,0
CUST005512,60,79.18,4708.28,Month-to-month,Electronic check,No,Female,No,0,1,0,0,1,3,3,9.91,41,1
CUST005513,36,89.86,3286.02,One year,Mailed check,DSL,Male,No,0,0,0,0,1,2,2,1.58,2,0
CUST005514,3,61.82,194.53,Month-to-month,Mailed check,Fiber optic,Female,No,1,1,1,0,1,2,1,1.0,18,0
CUST005515,44,89.41,3942.05,Month-to-month,Mailed check,Fiber optic,Female,No,1,0,0,1,0,2,1,1.89,17,0
CUST005516,49,20.0,998.86,Two year,Electronic check,Fiber optic,Male,No,0,0,0,1,0,1,2,17.92,3,0
CUST005517,43,38.59,1723.44,Month-to-month,Bank transfer (automatic),No,Female,No,0,1,0,1,0,2,1,1.82,33,0
CUST005518,3,69.1,211.33,Two year,Electronic check,No,Female,No,1,0,0,0,0,3,1,4.92,5,1
CUST005519,30,73.24,2215.01,Month-to-month,Mailed check,DSL,Male,No,1,1,0,1,1,4,5,2.29,4,0
CUST005520,53,42.21,2200.5,Month-to-month,Electronic check,DSL,Female,No,1,0,0,0,0,2,0,20.14,14,0
CUST005521,25,71.49,1778.7,Month-to-month,Mailed check,No,Female,No,0,0,0,0,1,2,1,13.02,7,0
CUST005522,31,49.4,1568.19,Month-to-month,Mailed check,Fiber optic,Female,No,0,0,0,0,1,4,3,3.79,64,0
CUST005523,18,58.08,1051.48,Month-to-month,Bank transfer (automatic),DSL,Male,No,0,1,0,1,1,4,3,13.3,43,0
CUST005524,22,90.62,1972.03,Two year,Bank transfer (automatic),Fiber optic,Female,No,0,1,1,0,0,2,1,29.75,42,0
CUST005525,1,87.72,85.29,One year,Mailed check,DSL,Male,No,0,0,0,1,1,1,1,7.14,23,0
CUST005526,30,40.07,1200.54,Two year,Electronic check,DSL,Female,No,0,0,0,1,0,3,3,1.97,20,0
CUST005527,2,38.57,75.9,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,0,1,0,1,1,3,4,3.43,43,1
CUST005528,17,54.72,951.25,Month-to-month,Credit card (automatic),Fiber optic,Male,No,0,1,0,0,1,1,1,5.9,42,0
CUST005529,10,64.33,626.73,Month-to-month,Electronic check,DSL,Female,No,0,0,1,0,0,3,0,7.06,11,0
CUST005530,23,48.55,1151.69,Two year,Electronic check,Fiber optic,Female,No,0,0,0,0,0,3,3,13.57,9,1
CUST005531,4,91.02,357.98,Month-to-month,Electronic check,No,Female,Yes,1,0,0,1,0,2,0,5.09,8,0
CUST005532,35,73.68,2606.64,Month-to-month,Mailed check,Fiber optic,Female,No,0,1,1,0,1,3,0,1.0,54,0
CUST005533,47,75.15,3486.64,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,0,1,1,2,0,1.0,13,0
CUST005534,5,33.34,165.32,Month-to-month,Credit card (automatic),Fiber optic,Male,No,0,0,1,0,1,3,0,19.12,39,0
CUST005535,3,94.18,268.98,Month-to-month,Mailed check,Fiber optic,Male,Yes,1,0,0,0,0,2,0,7.94,15,1
CUST005536,4,20.0,81.1,Month-to-month,Electronic check,Fiber optic,Male,Yes,0,1,0,0,1,2,1,13.02,16,1
CUST005537,62,85.85,5239.45,Month-to-month,Credit card (automatic),DSL,Male,No,1,1,0,0,0,3,4,9.25,25,0
CUST005538,22,88.36,1966.72,Month-to-month,Electronic check,DSL,Female,No,0,1,0,1,1,3,1,18.6,38,1
CUST005539,18,54.19,969.39,One year,Electronic check,Fiber optic,Female,No,0,1,0,0,0,5,0,1.0,9,0
CUST005540,3,96.82,288.68,Two year,Electronic check,DSL,Female,Yes,0,0,0,1,0,2,3,4.85,59,1
CUST005541,31,63.42,1868.66,One year,Electronic check,Fiber optic,Female,Yes,1,0,0,0,1,1,0,1.15,16,0
CUST005542,60,66.56,4178.15,Month-to-month,Bank transfer (automatic),DSL,Male,No,1,1,0,0,1,5,2,5.54,13,0
CUST005543,52,73.49,3756.88,Month-to-month,Electronic check,DSL,Female,No,0,1,0,0,1,3,0,18.65,8,1
CUST005544,29,120.0,3582.67,Two year,Bank transfer (automatic),Fiber optic,Female,Yes,0,0,0,1,0,4,1,4.09,11,0
CUST005545,2,98.61,204.64,Month-to-month,Bank transfer (automatic),No,Female,Yes,0,1,1,1,1,1,2,1.0,46,1
CUST005546,3,82.53,244.95,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,0,0,1,2,2,2.02,2,1
CUST005547,1,42.18,41.5,Two year,Mailed check,DSL,Male,No,1,0,0,0,0,1,1,5.64,4,1
CUST005548,8,68.59,549.41,Two year,Mailed check,No,Female,No,0,0,0,0,1,4,2,8.38,13,0
CUST005549,4,44.67,178.71,Two year,Credit card (automatic),Fiber optic,Male,Yes,0,0,0,1,1,4,3,1.0,5,0
CUST005550,9,85.55,746.35,Two year,Electronic check,DSL,Female,No,0,1,1,0,1,2,4,3.93,26,0
CUST005551,14,68.51,937.33,Two year,Electronic check,Fiber optic,Male,No,0,0,1,0,1,1,4,8.33,43,0
CUST005552,72,36.89,2714.06,One year,Credit card (automatic),DSL,Female,Yes,1,0,0,0,0,1,0,8.41,5,0
CUST005553,28,67.03,1860.69,Month-to-month,Electronic check,Fiber optic,Male,No,0,0,1,0,1,3,2,7.57,13,0
CUST005554,54,43.76,2396.48,Two year,Electronic check,No,Male,No,0,1,0,0,0,2,4,1.0,106,0
CUST005555,37,68.78,2558.55,Two year,Bank transfer (automatic),Fiber optic,Female,No,0,1,1,1,1,3,0,14.39,8,0
CUST005556,3,43.52,131.41,Month-to-month,Electronic check,Fiber optic,Male,No,1,0,0,0,1,2,2,11.13,8,1
CUST005557,39,65.69,2536.26,Month-to-month,Mailed check,DSL,Male,No,1,1,0,1,1,2,1,2.19,4,0
CUST005558,9,83.76,771.61,Month-to-month,Credit card (automatic),DSL,Female,No,0,1,0,0,0,1,2,4.87,0,1
CUST005559,30,63.67,1900.85,Two year,Mailed check,No,Female,No,0,0,0,1,0,3,0,22.46,4,0
CUST005560,12,55.23,656.06,One year,Mailed check,Fiber optic,Male,Yes,1,0,0,1,1,2,2,7.53,10,0
CUST005561,72,70.08,5009.41,Month-to-month,Electronic check,Fiber optic,Female,No,1,1,0,0,1,4,1,10.91,40,0
CUST005562,9,82.43,728.65,Month-to-month,Credit card (automatic),Fiber optic,Male,No,0,1,0,0,1,3,4,10.45,28,1
CUST005563,9,37.32,341.61,Two year,Bank transfer (automatic),DSL,Male,Yes,0,1,1,0,1,2,2,6.53,4,0
CUST005564,72,71.52,4987.01,One year,Electronic check,No,Female,No,0,1,1,1,1,2,3,5.86,24,0
CUST005565,1,97.94,97.82,Month-to-month,Electronic check,DSL,Female,No,1,0,0,0,0,4,2,21.34,35,1
CUST005566,35,79.34,2805.06,Month-to-month,Bank transfer (automatic),Fiber optic,Male,No,0,0,1,0,0,1,2,5.54,58,0
CUST005567,38,66.44,2628.94,Month-to-month,Mailed check,No,Female,No,0,0,0,1,1,2,1,1.14,98,1
CUST005568,54,80.99,4533.02,Month-to-month,Mailed check,Fiber optic,Female,No,1,1,1,1,1,4,1,7.83,36,0
CUST005569,72,76.31,5537.19,One year,Mailed check,No,Female,No,1,0,0,1,1,3,0,3.5,68,0
CUST005570,72,83.84,6021.69,Month-to-month,Electronic check,Fiber optic,Female,No,0,1,1,0,1,2,2,1.0,10,0
CUST005571,2,20.0,39.26,Month-to-month,Mailed check,Fiber optic,Female,No,0,1,0,0,0,2,4,3.39,32,1
CUST005572,51,26.16,1300.61,One year,Credit card (automatic),No,Female,No,0,1,1,0,0,4,2,27.14,26,0
CUST005573,31,90.12,2745.9,Month-to-month,Mailed check,No,Male,No,0,0,1,0,0,2,1,10.09,12,1
CUST005574,31,27.37,859.53,Two year,Mailed check,Fiber optic,Male,No,1,0,1,1,1,2,3,4.8,7,0
CUST005575,4,75.04,296.89,Month-to-month,Electronic check,Fiber optic,Female,No,1,1,0,0,1,1,0,17.85,0,1
CUST005576,31,56.2,1787.72,Month-to-month,Electronic check,Fiber optic,Female,No,1,0,1,1,1,1,0,4.28,3,1
CUST005577,72,40.1,2887.47,Month-to-month,Electronic check,DSL,Male,No,1,1,0,0,0,5,0,10.11,9,0
CUST005578,72,73.74,5251.08,Month-to-month,Electronic check,DSL,Male,No,1,0,0,1,1,3,0,22.44,82,0
CUST005579,17,70.03,1146.86,Month-to-month,Mailed check,DSL,Female,No,0,0,1,0,1,3,5,1.0,10,0
CUST005580,1,117.76,115.19,Month-to-month,Mailed check,No,Female,No,1,0,0,0,0,5,3,16.46,28,0
CUST005581,13,49.38,621.83,One year,Electronic check,Fiber optic,Female,No,1,1,0,0,1,2,2,2.75,0,1
CUST005582,52,101.0,5150.76,Month-to-month,Credit card (automatic),No,Female,No,1,1,0,1,1,1,2,5.71,30,0
CUST005583,36,73.81,2678.23,Month-to-month,Mailed check,Fiber optic,Female,No,1,0,0,0,0,3,1,7.56,43,0
CUST005584,18,48.47,871.85,Two year,Bank transfer (automatic),Fiber optic,Male,No,1,0,0,0,0,2,1,4.15,59,0
CUST005585,1,84.98,83.97,Month-to-month,Electronic check,DSL,Male,No,1,1,0,0,0,2,1,4.83,6,1
CUST005586,16,79.14,1296.93,One year,Electronic check,Fiber optic,Male,Yes,0,0,0,0,1,1,0,2.67,3,0
CUST005587,18,65.9,1177.76,Month-to-month,Mailed check,No,Female,No,0,1,0,1,1,2,1,12.41,19,1
CUST005588,72,71.66,5259.26,Month-to-month,Electronic check,No,Female,No,1,1,0,0,0,2,1,1.8,28,0
CUST005589,30,50.08,1539.23,Month-to-month,Electronic check,Fiber optic,Male,No,0,1,0,0,0,2,1,6.52,14,0
CUST005590,11,44.36,478.8,Month-to-month,Electronic check,Fiber optic,Male,No,1,1,0,1,0,2,0,4.53,5,0
CUST005591,22,83.99,1820.82,Two year,Electronic check,Fiber optic,Male,Yes,0,0,0,0,0,2,3,6.99,46,1
CUST005592,2,59.4,123.64,Month-to-month,Mailed check,DSL,Female,No,1,0,1,0,1,2,2,6.37,26,0
CUST005593,72,63.0,4626.97,One year,Bank transfer (automatic),DSL,Male,No,0,0,0,1,1,2,1,3.67,44,0
